Pore Volume of Water Injected,Pore Volume of Oil Produced,WaterCut,n,m,,
3.7,0.03287,0.00083,3.5,3.5,,
3.8,0.03279,0.00082,3.5,3.5,,
3.9,0.0327,0.00081,3.5,3.5,,
4,0.03263,0.00081,3.5,3.5,,
4.1,0.03254,0.0008,3.5,3.5,,
4.2,0.03247,0.00079,3.5,3.5,,
4.3,0.03238,0.00079,3.5,3.5,,
4.4,0.03231,0.00078,3.5,3.5,,
4.5,0.03224,0.00077,3.5,3.5,,
4.6,0.03216,0.00077,3.5,3.5,,
4.7,0.03209,0.00076,3.5,3.5,,
4.8,0.03201,0.00075,3.5,3.5,,
4.9,0.03194,0.00074,3.5,3.5,,
0.1,0,0,3.5,3,53,
0.2,0,0,3.5,3,,
0.3,0,0,3.5,3,,
0.4,0.01819,-0.0015,3.5,3,,
0.5,0.01829,-0.0004,3.5,3,,
0.6,0.0183,1.00E-05,3.5,3,,
0.7,0.01828,0.00029,3.5,3,,
0.8,0.01825,0.00048,3.5,3,,
0.9,0.01819,0.00061,3.5,3,,
1,0.01812,0.00067,3.5,3,,
1.1,0.01806,0.00072,3.5,3,,
1.2,0.01799,0.00076,3.5,3,,
1.3,0.0179,0.00077,3.5,3,,
1.4,0.01783,0.00078,3.5,3,,
1.5,0.01776,0.00079,3.5,3,,
1.6,0.01767,0.00079,3.5,3,,
1.7,0.0176,0.0008,3.5,3,,
1.8,0.01751,0.00078,3.5,3,,
1.9,0.01743,0.00077,3.5,3,,
2,0.01736,0.00076,3.5,3,,
2.1,0.01729,0.00075,3.5,3,,
2.2,0.01722,0.00075,3.5,3,,
2.3,0.01714,0.00074,3.5,3,,
2.4,0.01707,0.00073,3.5,3,,
2.5,0.01699,0.00071,3.5,3,,
2.6,0.01691,0.0007,3.5,3,,
2.7,0.01685,0.00069,3.5,3,,
2.8,0.01677,0.00067,3.5,3,,
2.9,0.01672,0.00067,3.5,3,,
3,0.01665,0.00066,3.5,3,,
3.1,0.01658,0.00065,3.5,3,,
3.2,0.01652,0.00064,3.5,3,,
3.3,0.01646,0.00064,3.5,3,,
3.4,0.0164,0.00062,3.5,3,,
3.5,0.01634,0.00062,3.5,3,,
3.6,0.01628,0.00061,3.5,3,,
3.7,0.01622,0.0006,3.5,3,,
3.8,0.01616,0.00059,3.5,3,,
3.9,0.01609,0.00057,3.5,3,,
4,0.01604,0.00056,3.5,3,,
4.1,0.01597,0.00055,3.5,3,,
4.2,0.01592,0.00054,3.5,3,,
4.3,0.01586,0.00054,3.5,3,,
4.4,0.01582,0.00053,3.5,3,,
4.5,0.01576,0.00052,3.5,3,,
4.6,0.01571,0.00052,3.5,3,,
4.7,0.01567,0.00051,3.5,3,,
4.8,0.01562,0.00051,3.5,3,,
4.9,0.01557,0.0005,3.5,3,,
0.1,0,0,3.5,2.5,54,
0.2,0,0,3.5,2.5,,
0.3,0,0,3.5,2.5,,
0.4,0,0.00407,3.5,2.5,,
0.5,-0.00035,0.00288,3.5,2.5,,
0.6,-0.0006,0.00209,3.5,2.5,,
0.7,-0.00078,0.00161,3.5,2.5,,
0.8,-0.00092,0.00129,3.5,2.5,,
0.9,-0.00103,0.00106,3.5,2.5,,
1,-0.00114,0.00085,3.5,2.5,,
1.1,-0.0012,0.00072,3.5,2.5,,
1.2,-0.00127,0.00062,3.5,2.5,,
1.3,-0.00134,0.00051,3.5,2.5,,
1.4,-0.00139,0.00044,3.5,2.5,,
1.5,-0.00141,0.00039,3.5,2.5,,
1.6,-0.00145,0.00035,3.5,2.5,,
1.7,-0.00148,0.00031,3.5,2.5,,
1.8,-0.00152,0.00025,3.5,2.5,,
1.9,-0.00155,0.00021,3.5,2.5,,
2,-0.00157,0.00019,3.5,2.5,,
2.1,-0.00157,0.00017,3.5,2.5,,
2.2,-0.00159,0.00017,3.5,2.5,,
2.3,-0.0016,0.00015,3.5,2.5,,
2.4,-0.00162,0.00013,3.5,2.5,,
2.5,-0.00164,1.00E-04,3.5,2.5,,
2.6,-0.00166,8.00E-05,3.5,2.5,,
2.7,-0.00167,7.00E-05,3.5,2.5,,
2.8,-0.00168,6.00E-05,3.5,2.5,,
2.9,-0.00167,6.00E-05,3.5,2.5,,
3,-0.00167,6.00E-05,3.5,2.5,,
3.1,-0.00168,6.00E-05,3.5,2.5,,
3.2,-0.00167,6.00E-05,3.5,2.5,,
3.3,-0.00168,5.00E-05,3.5,2.5,,
3.4,-0.00168,5.00E-05,3.5,2.5,,
3.5,-0.00169,4.00E-05,3.5,2.5,,
3.6,-0.00169,4.00E-05,3.5,2.5,,
3.7,-0.0017,2.00E-05,3.5,2.5,,
3.8,-0.00171,1.00E-05,3.5,2.5,,
3.9,-0.00172,0,3.5,2.5,,
4,-0.00171,0,3.5,2.5,,
4.1,-0.00172,-1.00E-05,3.5,2.5,,
4.2,-0.00172,-1.00E-05,3.5,2.5,,
4.3,-0.00172,-1.00E-05,3.5,2.5,,
4.4,-0.00171,-1.00E-05,3.5,2.5,,
4.5,-0.00171,-1.00E-05,3.5,2.5,,
4.6,-0.0017,-1.00E-05,3.5,2.5,,
4.7,-0.00169,-1.00E-05,3.5,2.5,,
4.8,-0.00169,0,3.5,2.5,,
4.9,-0.00168,-1.11E-16,3.5,2.5,,
0.1,0,0,3.5,2,55,
0.2,0,0,3.5,2,,
0.3,0,0,3.5,2,,
0.4,-0.02163,0.00985,3.5,2,,
0.5,-0.02239,0.00562,3.5,2,,
0.6,-0.02282,0.00319,3.5,2,,
0.7,-0.02306,0.00174,3.5,2,,
0.8,-0.02318,0.00081,3.5,2,,
0.9,-0.02323,0.00016,3.5,2,,
1,-0.02323,-0.00033,3.5,2,,
1.1,-0.02316,-0.00064,3.5,2,,
1.2,-0.02309,-0.00088,3.5,2,,
1.3,-0.02301,-0.00107,3.5,2,,
1.4,-0.02289,-0.00119,3.5,2,,
1.5,-0.02275,-0.00126,3.5,2,,
1.6,-0.02263,-0.00133,3.5,2,,
1.7,-0.02249,-0.00139,3.5,2,,
1.8,-0.02236,-0.00145,3.5,2,,
1.9,-0.02222,-0.00147,3.5,2,,
2,-0.02206,-0.00147,3.5,2,,
2.1,-0.0219,-0.00146,3.5,2,,
2.2,-0.02176,-0.00145,3.5,2,,
2.3,-0.02162,-0.00146,3.5,2,,
2.4,-0.02148,-0.00146,3.5,2,,
2.5,-0.02134,-0.00147,3.5,2,,
2.6,-0.02121,-0.00146,3.5,2,,
2.7,-0.02106,-0.00144,3.5,2,,
2.8,-0.02092,-0.00142,3.5,2,,
2.9,-0.02076,-0.00139,3.5,2,,
3,-0.02062,-0.00137,3.5,2,,
3.1,-0.02048,-0.00134,3.5,2,,
3.2,-0.02034,-0.00131,3.5,2,,
3.3,-0.02021,-0.00129,3.5,2,,
3.4,-0.02008,-0.00128,3.5,2,,
3.5,-0.01996,-0.00126,3.5,2,,
3.6,-0.01983,-0.00125,3.5,2,,
3.7,-0.01971,-0.00124,3.5,2,,
3.8,-0.0196,-0.00123,3.5,2,,
3.9,-0.01948,-0.00122,3.5,2,,
4,-0.01936,-0.0012,3.5,2,,
4.1,-0.01925,-0.00119,3.5,2,,
4.2,-0.01913,-0.00117,3.5,2,,
4.3,-0.01901,-0.00115,3.5,2,,
4.4,-0.01889,-0.00113,3.5,2,,
4.5,-0.01878,-0.00111,3.5,2,,
4.6,-0.01866,-0.00109,3.5,2,,
4.7,-0.01855,-0.00107,3.5,2,,
4.8,-0.01844,-0.00104,3.5,2,,
4.9,-0.01833,-0.00103,3.5,2,,
0.1,0,0,4,7,56,
0.2,0,0,4,7,,
0.3,0.06187,-0.92856,4,7,,
0.4,0.09759,-0.03254,4,7,,
0.5,0.10025,-0.023,4,7,,
0.6,0.10224,-0.0166,4,7,,
0.7,0.10373,-0.01256,4,7,,
0.8,0.10488,-0.00999,4,7,,
0.9,0.10579,-0.00827,4,7,,
1,0.10654,-0.007,4,7,,
1.1,0.10716,-0.00599,4,7,,
1.2,0.10768,-0.00514,4,7,,
1.3,0.10812,-0.00438,4,7,,
1.4,0.10852,-0.00369,4,7,,
1.5,0.10887,-0.00307,4,7,,
1.6,0.10916,-0.00257,4,7,,
1.7,0.10941,-0.00217,4,7,,
1.8,0.10961,-0.00186,4,7,,
1.9,0.10978,-0.00159,4,7,,
2,0.10995,-0.00136,4,7,,
2.1,0.11009,-0.00118,4,7,,
2.2,0.11021,-0.00102,4,7,,
2.3,0.11031,-0.00088,4,7,,
2.4,0.1104,-0.00077,4,7,,
2.5,0.11047,-0.00068,4,7,,
2.6,0.11053,-0.00059,4,7,,
2.7,0.11059,-0.00051,4,7,,
2.8,0.11063,-0.00044,4,7,,
2.9,0.11067,-0.00037,4,7,,
3,0.1107,-0.00031,4,7,,
3.1,0.11071,-0.00026,4,7,,
3.2,0.11073,-0.00021,4,7,,
3.3,0.11074,-0.00016,4,7,,
3.4,0.11074,-0.00012,4,7,,
3.5,0.11073,-8.00E-05,4,7,,
3.6,0.11073,-3.00E-05,4,7,,
3.7,0.11073,0,4,7,,
3.8,0.11072,4.00E-05,4,7,,
3.9,0.1107,8.00E-05,4,7,,
4,0.1107,0.00012,4,7,,
4.1,0.11067,0.00016,4,7,,
4.2,0.11066,0.0002,4,7,,
4.3,0.11064,0.00024,4,7,,
4.4,0.11063,0.00027,4,7,,
4.5,0.11061,0.0003,4,7,,
4.6,0.11058,0.00033,4,7,,
4.7,0.11055,0.00035,4,7,,
4.8,0.11052,0.00037,4,7,,
4.9,0.11049,0.00039,4,7,,
0.1,0,0,4,6.5,57,
0.2,0,0,4,6.5,,
0.3,0.05473,-0.92567,4,6.5,,
0.4,0.09021,-0.03053,4,6.5,,
0.5,0.09272,-0.02124,4,6.5,,
0.6,0.09456,-0.01526,4,6.5,,
0.7,0.09592,-0.01161,4,6.5,,
0.8,0.09698,-0.00924,4,6.5,,
0.9,0.09781,-0.00763,4,6.5,,
1,0.09848,-0.00643,4,6.5,,
1.1,0.09905,-0.00542,4,6.5,,
1.2,0.09952,-0.00456,4,6.5,,
1.3,0.09992,-0.0038,4,6.5,,
1.4,0.10028,-0.00313,4,6.5,,
1.5,0.10059,-0.00259,4,6.5,,
1.6,0.10083,-0.00217,4,6.5,,
1.7,0.10103,-0.00184,4,6.5,,
1.8,0.1012,-0.00158,4,6.5,,
1.9,0.10135,-0.00136,4,6.5,,
2,0.10149,-0.00115,4,6.5,,
2.1,0.10161,-0.00099,4,6.5,,
2.2,0.10171,-0.00083,4,6.5,,
2.3,0.10179,-0.00071,4,6.5,,
2.4,0.10185,-0.00061,4,6.5,,
2.5,0.1019,-0.00053,4,6.5,,
2.6,0.10193,-0.00045,4,6.5,,
2.7,0.10197,-0.00037,4,6.5,,
2.8,0.10199,-0.00031,4,6.5,,
2.9,0.10202,-0.00024,4,6.5,,
3,0.10203,-0.00017,4,6.5,,
3.1,0.10204,-0.00011,4,6.5,,
3.2,0.10204,-6.00E-05,4,6.5,,
3.3,0.10204,1.11E-16,4,6.5,,
3.4,0.10204,4.00E-05,4,6.5,,
3.5,0.10202,9.00E-05,4,6.5,,
3.6,0.10201,0.00014,4,6.5,,
3.7,0.102,0.00018,4,6.5,,
3.8,0.10198,0.00022,4,6.5,,
3.9,0.10195,0.00025,4,6.5,,
4,0.10193,0.00029,4,6.5,,
4.1,0.1019,0.00032,4,6.5,,
4.2,0.10187,0.00034,4,6.5,,
4.3,0.10183,0.00037,4,6.5,,
4.4,0.10181,0.00039,4,6.5,,
4.5,0.10177,0.00041,4,6.5,,
4.6,0.10173,0.00043,4,6.5,,
4.7,0.10169,0.00044,4,6.5,,
4.8,0.10165,0.00045,4,6.5,,
4.9,0.10161,0.00046,4,6.5,,
0.1,0,0,4,6,58,
0.2,0,0,4,6,,
0.3,0.04699,-0.92242,4,6,,
0.4,0.08222,-0.02804,4,6,,
0.5,0.08451,-0.01955,4,6,,
0.6,0.0862,-0.014,4,6,,
0.7,0.08743,-0.01057,4,6,,
0.8,0.0884,-0.00834,4,6,,
0.9,0.08914,-0.00683,4,6,,
1,0.08974,-0.00571,4,6,,
1.1,0.09025,-0.00478,4,6,,
1.2,0.09067,-0.00397,4,6,,
1.3,0.09102,-0.00327,4,6,,
1.4,0.09133,-0.00266,4,6,,
1.5,0.09159,-0.00218,4,6,,
1.6,0.09178,-0.00181,4,6,,
1.7,0.09195,-0.00152,4,6,,
1.8,0.09209,-0.00129,4,6,,
1.9,0.09221,-0.00109,4,6,,
2,0.09232,-0.0009,4,6,,
2.1,0.09242,-0.00075,4,6,,
2.2,0.09249,-0.00061,4,6,,
2.3,0.09255,-0.0005,4,6,,
2.4,0.09259,-0.00041,4,6,,
2.5,0.09261,-0.00034,4,6,,
2.6,0.09263,-0.00026,4,6,,
2.7,0.09264,-0.00019,4,6,,
2.8,0.09265,-0.00013,4,6,,
2.9,0.09266,-6.00E-05,4,6,,
3,0.09266,0,4,6,,
3.1,0.09265,5.00E-05,4,6,,
3.2,0.09265,0.00011,4,6,,
3.3,0.09264,0.00016,4,6,,
3.4,0.09262,0.0002,4,6,,
3.5,0.09259,0.00025,4,6,,
3.6,0.09257,0.00029,4,6,,
3.7,0.09254,0.00032,4,6,,
3.8,0.09251,0.00035,4,6,,
3.9,0.09247,0.00037,4,6,,
4,0.09244,0.0004,4,6,,
4.1,0.09239,0.00042,4,6,,
4.2,0.09235,0.00043,4,6,,
4.3,0.0923,0.00046,4,6,,
4.4,0.09227,0.00047,4,6,,
4.5,0.09222,0.00048,4,6,,
4.6,0.09218,0.0005,4,6,,
4.7,0.09213,0.0005,4,6,,
4.8,0.09208,0.00052,4,6,,
4.9,0.09204,0.00052,4,6,,
0.1,0,0,4,5.5,59,
0.2,0,0,4,5.5,,
0.3,0.03853,-0.91886,4,5.5,,
0.4,0.07347,-0.02546,4,5.5,,
0.5,0.07555,-0.01762,4,5.5,,
0.6,0.07707,-0.01255,4,5.5,,
0.7,0.07817,-0.00944,4,5.5,,
0.8,0.07903,-0.0074,4,5.5,,
0.9,0.07968,-0.00601,4,5.5,,
1,0.0802,-0.00498,4,5.5,,
1.1,0.08065,-0.0041,4,5.5,,
1.2,0.08101,-0.00334,4,5.5,,
1.3,0.08131,-0.0027,4,5.5,,
1.4,0.08156,-0.00217,4,5.5,,
1.5,0.08177,-0.00177,4,5.5,,
1.6,0.08193,-0.00145,4,5.5,,
1.7,0.08206,-0.0012,4,5.5,,
1.8,0.08217,-0.001,4,5.5,,
1.9,0.08226,-0.00082,4,5.5,,
2,0.08235,-0.00065,4,5.5,,
2.1,0.08242,-0.00051,4,5.5,,
2.2,0.08246,-0.00039,4,5.5,,
2.3,0.08249,-0.0003,4,5.5,,
2.4,0.0825,-0.00022,4,5.5,,
2.5,0.08251,-0.00015,4,5.5,,
2.6,0.08251,-8.00E-05,4,5.5,,
2.7,0.08251,-2.00E-05,4,5.5,,
2.8,0.0825,5.00E-05,4,5.5,,
2.9,0.0825,0.00011,4,5.5,,
3,0.08249,0.00017,4,5.5,,
3.1,0.08247,0.00023,4,5.5,,
3.2,0.08245,0.00028,4,5.5,,
3.3,0.08243,0.00033,4,5.5,,
3.4,0.0824,0.00036,4,5.5,,
3.5,0.08235,0.00039,4,5.5,,
3.6,0.08231,0.00042,4,5.5,,
3.7,0.08227,0.00044,4,5.5,,
3.8,0.08222,0.00046,4,5.5,,
3.9,0.08217,0.00047,4,5.5,,
4,0.08213,0.00048,4,5.5,,
4.1,0.08207,0.0005,4,5.5,,
4.2,0.08202,0.00051,4,5.5,,
4.3,0.08197,0.00053,4,5.5,,
4.4,0.08193,0.00054,4,5.5,,
4.5,0.08188,0.00054,4,5.5,,
4.6,0.08182,0.00055,4,5.5,,
4.7,0.08177,0.00056,4,5.5,,
4.8,0.08172,0.00057,4,5.5,,
4.9,0.08167,0.00058,4,5.5,,
0.1,0,0,4,5,60,
0.2,0,0,4,5,,
0.3,0.02924,-0.91492,4,5,,
0.4,0.06387,-0.02261,4,5,,
0.5,0.0657,-0.01554,4,5,,
0.6,0.06704,-0.011,4,5,,
0.7,0.068,-0.00821,4,5,,
0.8,0.06874,-0.00638,4,5,,
0.9,0.0693,-0.00514,4,5,,
1,0.06974,-0.0042,4,5,,
1.1,0.07011,-0.00339,4,5,,
1.2,0.07042,-0.0027,4,5,,
1.3,0.07066,-0.00214,4,5,,
1.4,0.07086,-0.0017,4,5,,
1.5,0.07102,-0.00136,4,5,,
1.6,0.07114,-0.00109,4,5,,
1.7,0.07124,-0.00088,4,5,,
1.8,0.07131,-0.0007,4,5,,
1.9,0.07138,-0.00054,4,5,,
2,0.07143,-0.00039,4,5,,
2.1,0.07147,-0.00028,4,5,,
2.2,0.07149,-0.00017,4,5,,
2.3,0.07149,-9.00E-05,4,5,,
2.4,0.07149,-2.00E-05,4,5,,
2.5,0.07148,4.00E-05,4,5,,
2.6,0.07146,1.00E-04,4,5,,
2.7,0.07145,0.00016,4,5,,
2.8,0.07143,0.00022,4,5,,
2.9,0.07142,0.00029,4,5,,
3,0.07139,0.00034,4,5,,
3.1,0.07136,0.00039,4,5,,
3.2,0.07132,0.00043,4,5,,
3.3,0.07128,0.00046,4,5,,
3.4,0.07123,0.00048,4,5,,
3.5,0.07118,0.0005,4,5,,
3.6,0.07113,0.00052,4,5,,
3.7,0.07107,0.00053,4,5,,
3.8,0.07102,0.00053,4,5,,
3.9,0.07095,0.00054,4,5,,
4,0.07091,0.00055,4,5,,
4.1,0.07084,0.00056,4,5,,
4.2,0.07079,0.00057,4,5,,
4.3,0.07073,0.00058,4,5,,
4.4,0.07069,0.00059,4,5,,
4.5,0.07063,0.0006,4,5,,
4.6,0.07058,0.00061,4,5,,
4.7,0.07052,0.00061,4,5,,
4.8,0.07047,0.00062,4,5,,
4.9,0.07041,0.00063,4,5,,
0.1,0,0,4,4.5,61,
0.2,0,0,4,4.5,,
0.3,0.01895,-0.91052,4,4.5,,
0.4,0.05323,-0.01946,4,4.5,,
0.5,0.05481,-0.01328,4,4.5,,
0.6,0.05594,-0.00932,4,4.5,,
0.7,0.05675,-0.0069,4,4.5,,
0.8,0.05737,-0.00529,4,4.5,,
0.9,0.05783,-0.00421,4,4.5,,
1,0.05819,-0.00339,4,4.5,,
1.1,0.05849,-0.00267,4,4.5,,
1.2,0.05873,-0.00206,4,4.5,,
1.3,0.05891,-0.0016,4,4.5,,
1.4,0.05905,-0.00125,4,4.5,,
1.5,0.05917,-0.00096,4,4.5,,
1.6,0.05926,-0.00074,4,4.5,,
1.7,0.05932,-0.00055,4,4.5,,
1.8,0.05937,-0.0004,4,4.5,,
1.9,0.0594,-0.00027,4,4.5,,
2,0.05943,-0.00015,4,4.5,,
2.1,0.05944,-6.00E-05,4,4.5,,
2.2,0.05943,3.00E-05,4,4.5,,
2.3,0.05942,1.00E-04,4,4.5,,
2.4,0.0594,0.00016,4,4.5,,
2.5,0.05937,0.00021,4,4.5,,
2.6,0.05935,0.00027,4,4.5,,
2.7,0.05932,0.00033,4,4.5,,
2.8,0.05929,0.00038,4,4.5,,
2.9,0.05926,0.00043,4,4.5,,
3,0.05922,0.00047,4,4.5,,
3.1,0.05917,0.0005,4,4.5,,
3.2,0.05912,0.00052,4,4.5,,
3.3,0.05907,0.00054,4,4.5,,
3.4,0.05901,0.00055,4,4.5,,
3.5,0.05895,0.00056,4,4.5,,
3.6,0.05889,0.00058,4,4.5,,
3.7,0.05884,0.00058,4,4.5,,
3.8,0.05877,0.00059,4,4.5,,
3.9,0.05871,0.00059,4,4.5,,
4,0.05866,0.0006,4,4.5,,
4.1,0.05859,0.00061,4,4.5,,
4.2,0.05854,0.00062,4,4.5,,
4.3,0.05848,0.00063,4,4.5,,
4.4,0.05843,0.00064,4,4.5,,
4.5,0.05837,0.00064,4,4.5,,
4.6,0.05831,0.00064,4,4.5,,
4.7,0.05825,0.00065,4,4.5,,
4.8,0.05818,0.00065,4,4.5,,
4.9,0.05812,0.00065,4,4.5,,
0.1,0,0,4,4,62,
0.2,0,0,4,4,,
0.3,0.00747,-0.90551,4,4,,
0.4,0.04136,-0.016,4,4,,
0.5,0.04265,-0.0108,4,4,,
0.6,0.04357,-0.00751,4,4,,
0.7,0.04422,-0.0055,4,4,,
0.8,0.04471,-0.00415,4,4,,
0.9,0.04506,-0.00327,4,4,,
1,0.04533,-0.00257,4,4,,
1.1,0.04557,-0.00195,4,4,,
1.2,0.04574,-0.00146,4,4,,
1.3,0.04586,-0.00111,4,4,,
1.4,0.04596,-0.00083,4,4,,
1.5,0.04604,-0.0006,4,4,,
1.6,0.04609,-0.00041,4,4,,
1.7,0.04613,-0.00026,4,4,,
1.8,0.04614,-0.00015,4,4,,
1.9,0.04615,-5.00E-05,4,4,,
2,0.04615,4.00E-05,4,4,,
2.1,0.04614,0.00012,4,4,,
2.2,0.04613,0.00019,4,4,,
2.3,0.0461,0.00025,4,4,,
2.4,0.04607,0.00031,4,4,,
2.5,0.04604,0.00035,4,4,,
2.6,0.046,0.0004,4,4,,
2.7,0.04596,0.00044,4,4,,
2.8,0.04591,0.00047,4,4,,
2.9,0.04587,0.0005,4,4,,
3,0.04582,0.00052,4,4,,
3.1,0.04576,0.00054,4,4,,
3.2,0.04571,0.00056,4,4,,
3.3,0.04566,0.00057,4,4,,
3.4,0.0456,0.00058,4,4,,
3.5,0.04554,0.00059,4,4,,
3.6,0.04548,0.0006,4,4,,
3.7,0.04542,0.0006,4,4,,
3.8,0.04536,0.0006,4,4,,
3.9,0.0453,0.0006,4,4,,
4,0.04525,0.00061,4,4,,
4.1,0.04518,0.00062,4,4,,
4.2,0.04512,0.00062,4,4,,
4.3,0.04505,0.00063,4,4,,
4.4,0.045,0.00063,4,4,,
4.5,0.04494,0.00063,4,4,,
4.6,0.04488,0.00063,4,4,,
4.7,0.04481,0.00063,4,4,,
4.8,0.04475,0.00063,4,4,,
4.9,0.04469,0.00062,4,4,,
0.1,0,0,4,3.5,63,
0.2,0,0,4,3.5,,
0.3,0,0,4,3.5,,
0.4,0.02798,-0.01211,4,3.5,,
0.5,0.02895,-0.00815,4,3.5,,
0.6,0.02963,-0.00561,4,3.5,,
0.7,0.03012,-0.00405,4,3.5,,
0.8,0.03048,-0.00301,4,3.5,,
0.9,0.03073,-0.00234,4,3.5,,
1,0.03092,-0.00181,4,3.5,,
1.1,0.03109,-0.00132,4,3.5,,
1.2,0.03121,-0.00096,4,3.5,,
1.3,0.03128,-0.00071,4,3.5,,
1.4,0.03134,-0.0005,4,3.5,,
1.5,0.0314,-0.00032,4,3.5,,
1.6,0.03142,-0.00018,4,3.5,,
1.7,0.03143,-7.00E-05,4,3.5,,
1.8,0.03142,0,4,3.5,,
1.9,0.03141,7.00E-05,4,3.5,,
2,0.0314,0.00014,4,3.5,,
2.1,0.03139,0.0002,4,3.5,,
2.2,0.03137,0.00027,4,3.5,,
2.3,0.03134,0.00032,4,3.5,,
2.4,0.03131,0.00036,4,3.5,,
2.5,0.03127,0.00038,4,3.5,,
2.6,0.03122,0.00041,4,3.5,,
2.7,0.03118,0.00043,4,3.5,,
2.8,0.03113,0.00045,4,3.5,,
2.9,0.0311,0.00047,4,3.5,,
3,0.03105,0.00048,4,3.5,,
3.1,0.031,0.0005,4,3.5,,
3.2,0.03095,0.00051,4,3.5,,
3.3,0.0309,0.00052,4,3.5,,
3.4,0.03086,0.00052,4,3.5,,
3.5,0.0308,0.00053,4,3.5,,
3.6,0.03075,0.00054,4,3.5,,
3.7,0.0307,0.00054,4,3.5,,
3.8,0.03064,0.00054,4,3.5,,
3.9,0.03058,0.00053,4,3.5,,
4,0.03053,0.00054,4,3.5,,
4.1,0.03047,0.00054,4,3.5,,
4.2,0.03042,0.00053,4,3.5,,
4.3,0.03036,0.00054,4,3.5,,
4.4,0.03031,0.00054,4,3.5,,
4.5,0.03026,0.00053,4,3.5,,
4.6,0.0302,0.00054,4,3.5,,
4.7,0.03015,0.00053,4,3.5,,
4.8,0.0301,0.00054,4,3.5,,
4.9,0.03005,0.00053,4,3.5,,
0.1,0,0,4,3,64,
0.2,0,0,4,3,,
0.3,0,0,4,3,,
0.4,0.0127,-0.00791,4,3,,
0.5,0.01332,-0.00533,4,3,,
0.6,0.01377,-0.00368,4,3,,
0.7,0.01409,-0.00268,4,3,,
0.8,0.01433,-0.002,4,3,,
0.9,0.0145,-0.00157,4,3,,
1,0.01463,-0.0012,4,3,,
1.1,0.01475,-0.00088,4,3,,
1.2,0.01482,-0.00067,4,3,,
1.3,0.01487,-0.00051,4,3,,
1.4,0.01492,-0.00036,4,3,,
1.5,0.01496,-0.00024,4,3,,
1.6,0.01497,-0.00015,4,3,,
1.7,0.01498,-0.0001,4,3,,
1.8,0.01498,-6.00E-05,4,3,,
1.9,0.01498,0,4,3,,
2,0.01498,6.00E-05,4,3,,
2.1,0.01499,0.00011,4,3,,
2.2,0.01498,0.00016,4,3,,
2.3,0.01496,0.00018,4,3,,
2.4,0.01493,0.0002,4,3,,
2.5,0.0149,0.0002,4,3,,
2.6,0.01487,0.00021,4,3,,
2.7,0.01485,0.00023,4,3,,
2.8,0.01483,0.00024,4,3,,
2.9,0.01482,0.00026,4,3,,
3,0.01479,0.00028,4,3,,
3.1,0.01477,0.00029,4,3,,
3.2,0.01475,0.00031,4,3,,
3.3,0.01472,0.00031,4,3,,
3.4,0.01469,0.00031,4,3,,
3.5,0.01465,0.00031,4,3,,
3.6,0.01461,0.00032,4,3,,
3.7,0.01458,0.00031,4,3,,
3.8,0.01454,0.0003,4,3,,
3.9,0.0145,0.0003,4,3,,
4,0.01448,0.0003,4,3,,
4.1,0.01444,0.0003,4,3,,
4.2,0.01441,0.0003,4,3,,
4.3,0.01438,0.0003,4,3,,
4.4,0.01436,0.00031,4,3,,
4.5,0.01433,0.00031,4,3,,
4.6,0.0143,0.00031,4,3,,
4.7,0.01428,0.00032,4,3,,
4.8,0.01425,0.00032,4,3,,
4.9,0.01422,0.00032,4,3,,
0.1,0,0,4,2.5,65,
0.2,0,0,4,2.5,,
0.3,0,0,4,2.5,,
0.4,-0.00501,-0.00328,4,2.5,,
0.5,-0.00475,-0.00256,4,2.5,,
0.6,-0.00452,-0.00199,4,2.5,,
0.7,-0.00434,-0.00163,4,2.5,,
0.8,-0.00418,-0.00137,4,2.5,,
0.9,-0.00406,-0.00124,4,2.5,,
1,-0.00394,-0.00108,4,2.5,,
1.1,-0.00383,-0.00094,4,2.5,,
1.2,-0.00375,-0.00085,4,2.5,,
1.3,-0.00368,-0.00078,4,2.5,,
1.4,-0.00359,-0.0007,4,2.5,,
1.5,-0.00352,-0.00063,4,2.5,,
1.6,-0.00346,-0.0006,4,2.5,,
1.7,-0.00341,-0.00057,4,2.5,,
1.8,-0.00336,-0.00055,4,2.5,,
1.9,-0.00331,-0.00051,4,2.5,,
2,-0.00325,-0.00046,4,2.5,,
2.1,-0.0032,-0.00043,4,2.5,,
2.2,-0.00315,-0.0004,4,2.5,,
2.3,-0.00312,-0.00038,4,2.5,,
2.4,-0.00309,-0.00037,4,2.5,,
2.5,-0.00306,-0.00037,4,2.5,,
2.6,-0.00303,-0.00036,4,2.5,,
2.7,-0.00299,-0.00034,4,2.5,,
2.8,-0.00296,-0.00032,4,2.5,,
2.9,-0.00292,-0.00029,4,2.5,,
3,-0.00288,-0.00027,4,2.5,,
3.1,-0.00285,-0.00026,4,2.5,,
3.2,-0.00282,-0.00025,4,2.5,,
3.3,-0.0028,-0.00024,4,2.5,,
3.4,-0.00278,-0.00024,4,2.5,,
3.5,-0.00276,-0.00023,4,2.5,,
3.6,-0.00274,-0.00023,4,2.5,,
3.7,-0.00272,-0.00023,4,2.5,,
3.8,-0.00271,-0.00023,4,2.5,,
3.9,-0.00269,-0.00023,4,2.5,,
4,-0.00266,-0.00022,4,2.5,,
4.1,-0.00265,-0.00022,4,2.5,,
